state,date,new_cases,new_deaths,total_cases,new_deaths,people_vaccinated_per_hundred
HI,2021-07-17,122,0,37577,0,70.7
AR,2020-02-28,0,0,0,0,
PR,2021-08-03,361,5,149189,5,69.0
GA,2020-06-29,2105,6,79701,6,
AK,2020-11-15,626,3,22857,3,
TX,2020-10-05,3409,79,769303,79,
NYC,2021-02-03,1533,65,626920,65,
NYC,2021-06-29,218,2,955657,2,
FL,2021-01-04,15239,159,1360620,159,0.0
OK,2022-03-11,527,0,1027663,0,70.2
OK,2020-07-31,634,15,42643,15,
MP,2022-03-11,0,0,10379,0,87.2
MA,2021-12-10,5666,28,969589,28,87.5
GA,2020-09-03,2973,73,288640,73,
TX,2020-03-22,28,1,263,1,
FL,2020-06-06,1390,32,61851,32,
NYC,2021-11-11,1154,14,1134159,14,
PW,2021-08-02,0,0,2,0,
MA,2020-08-27,365,11,117450,11,
AS,2021-01-26,0,0,3,0,0.0
MP,2021-08-05,0,0,198,0,57.9
AR,2020-11-10,1424,4,124235,4,
OK,2020-06-25,592,4,16121,4,
NYC,2020-12-11,4074,29,361074,29,
MP,2021-01-17,0,0,128,0,0.0
MA,2020-12-31,7260,84,375178,84,0.0
PW,2022-03-30,10,0,4024,0,94.6
MP,2022-03-28,43,0,11065,0,87.4
PW,2021-01-20,0,0,0,0,
GA,2020-08-15,3336,0,241640,0,
AR,2020-03-03,0,0,0,0,
AR,2021-03-29,79,6,330008,6,25.5
WV,2020-11-11,885,7,30201,7,
PR,2021-05-14,229,11,137685,11,44.5
WV,2020-04-03,20,0,237,0,
AK,2022-02-12,0,0,224461,0,68.2
TX,2020-01-26,0,0,0,0,
NYC,2021-09-08,2173,13,1047994,13,
AR,2021-12-20,434,26,544082,26,62.1
KS,2020-07-24,1005,18,25109,18,
NYC,2022-03-13,1900,15,2287411,15,
WV,2021-07-23,178,2,165702,2,45.9
NYC,2021-01-05,4441,42,464492,42,
AS,2021-01-13,0,0,3,0,0.0
AK,2021-08-11,359,0,75654,0,52.3
HI,2020-02-05,0,0,0,0,
OK,2021-05-19,147,0,452059,0,40.3
WV,2020-10-22,323,5,21057,5,
PR,2020-07-17,239,3,4375,3,
CO,2020-08-01,558,6,48737,6,
NYC,2021-05-05,1196,25,935044,25,
KS,2021-12-19,0,0,497789,0,68.3
KS,2020-05-01,211,1,4449,1,
NYC,2021-06-21,143,16,954146,16,
AR,2022-03-16,373,28,827709,28,66.0
MA,2021-08-08,883,1,728161,1,73.4
PR,2020-11-09,264,10,40497,10,
PR,2021-01-02,616,19,80727,19,0.0
MA,2020-02-18,0,0,1,0,
TX,2021-05-12,2366,26,2912195,26,40.1
CO,2021-02-12,1453,9,422619,9,0.0
AR,2021-12-29,3743,16,557551,16,62.7
WV,2020-11-08,826,0,28404,0,
GA,2022-02-21,3665,139,2455573,139,64.2
PW,2021-11-04,0,0,10,0,
FL,2020-10-16,3990,53,735160,53,
PR,2021-12-27,3078,1,234980,1,88.4
PW,2020-03-01,0,0,0,0,
WV,2020-11-10,511,16,29316,16,
TX,2021-02-01,31811,233,2392443,233,0.0
MP,2020-05-24,0,0,22,0,
CO,2020-02-06,0,0,0,0,
WV,2021-08-15,633,2,173543,2,46.5
KS,2021-04-13,0,0,304719,0,37.9
AS,2020-04-17,0,0,0,0,
MA,2022-01-10,64715,75,1344643,75,92.1
HI,2021-08-09,432,1,45041,1,72.1
NYC,2021-01-17,5900,69,541009,69,
MA,2020-02-02,0,0,1,0,
MP,2022-02-11,189,0,7199,0,86.5
OK,2021-04-04,215,2,443284,2,33.0
MA,2021-09-19,1529,3,794011,3,76.7
AK,2021-10-22,834,5,128084,5,58.8
AS,2021-08-13,0,0,0,0,53.4
PW,2021-07-14,0,0,2,0,
TX,2021-08-18,25104,174,3380120,174,55.0
WV,2021-10-15,1371,60,258413,60,48.6
WV,2020-02-08,0,0,0,0,
WV,2021-08-25,1102,19,181906,19,46.8
HI,2020-02-29,0,0,0,0,
GA,2021-08-07,4346,9,1215785,9,47.2
PW,2020-09-27,0,0,0,0,
AR,2021-09-22,1463,29,488316,29,55.3
AK,2020-07-13,59,0,1537,0,
GA,2020-07-18,4743,36,141845,36,
UT,2020-10-25,1765,4,104882,4,
UT,2020-07-21,564,9,35648,9,
AK,2020-12-23,362,1,43786,1,0.0
WV,2021-12-10,1063,30,305418,30,89.0
AK,2021-04-21,213,0,64007,0,40.2
PW,2020-08-09,0,0,0,0,
MA,2021-01-04,4906,65,392568,65,0.0
AS,2021-05-29,0,0,0,0,42.1
AR,2020-11-19,2238,22,139855,22,
HI,2021-03-20,161,1,28763,1,26.7
GA,2022-02-24,2157,99,2461103,99,64.3
AR,2022-03-22,607,13,831698,13,66.1
KS,2021-08-29,1067,3,367907,3,57.2
FL,2020-06-12,2457,36,71024,36,
NYC,2020-12-15,3076,31,374861,31,
PW,2021-02-19,0,0,0,0,
MA,2022-02-24,1620,48,1668242,48,95.0
PW,2020-03-06,0,0,0,0,
MA,2021-04-16,2216,9,669282,9,47.0
KS,2021-08-30,1069,4,368976,4,57.3
CO,2020-01-30,0,0,0,0,
OK,2021-04-11,170,3,444829,3,35.4
PR,2021-08-16,342,16,159737,16,71.0
UT,2020-09-22,650,3,65044,3,
PW,2020-12-24,0,0,0,0,
MA,2021-05-23,346,5,705142,5,64.6
NYC,2020-03-07,3,0,10,0,
OK,2022-02-17,1119,0,1013287,0,69.8
AR,2021-08-28,2166,18,448596,18,52.9
NYC,2020-01-26,0,0,0,0,
FL,2020-12-28,11924,150,1263116,150,0.0
AR,2022-01-21,13073,14,726716,14,64.6
PR,2021-09-25,213,1,180280,1,78.9
AS,2021-09-05,0,0,0,0,56.5
PR,2020-08-27,250,8,15824,8,
AS,2021-03-24,0,0,4,0,31.2
AS,2020-05-07,0,0,0,0,
NYC,2020-08-30,297,6,236557,6,
MP,2020-11-22,1,0,104,0,
MA,2020-05-09,1410,114,76743,114,
CO,2021-09-27,1228,31,673593,31,65.4
GA,2020-10-29,2192,47,384453,47,
KS,2020-09-03,0,0,43940,0,
GA,2020-02-15,0,0,0,0,
MA,2021-04-12,1532,11,661101,11,43.8
NYC,2021-11-19,0,0,1143390,0,
GA,2022-01-25,16232,99,2288693,99,63.5
PW,2021-12-06,0,0,10,0,
PR,2021-11-19,225,1,187321,1,84.3
TX,2020-08-26,5407,104,592137,104,
AK,2020-12-17,360,2,41847,2,0.0
HI,2022-02-20,310,4,228735,4,86.0
TX,2021-10-19,6746,196,4172288,196,60.7
PR,2021-01-03,405,10,81132,10,0.0
AS,2020-12-11,0,0,3,0,
GA,2021-06-06,280,0,1126134,0,40.9
AR,2020-02-25,0,0,0,0,
AK,2021-01-04,214,1,46912,1,0.0
AK,2021-04-09,243,0,62212,0,36.3
GA,2020-12-13,4798,1,542838,1,
OK,2021-09-11,1834,34,582049,34,54.8
AS,2021-04-12,0,0,0,0,34.8
KS,2020-06-21,0,0,12059,0,
PW,2020-04-26,0,0,0,0,
WV,2021-01-12,921,40,103203,40,0.0
CO,2021-08-21,1791,3,606663,3,62.5
MP,2020-02-24,0,0,0,0,
WV,2022-01-29,3317,0,442206,0,63.5
UT,2022-01-28,6166,10,875251,10,69.6
PR,2020-08-15,451,0,12544,0,
WV,2021-09-11,2262,0,208045,0,47.5
PR,2021-03-30,357,0,108884,0,21.7
GA,2021-04-10,1570,64,1072700,64,28.8
AR,2020-07-24,990,8,37249,8,
WV,2021-01-27,797,25,117775,25,0.0
WV,2020-11-15,887,8,33679,8,
AR,2022-03-15,423,21,827336,21,66.0
AR,2020-05-31,240,0,7253,0,
PR,2020-11-10,1450,15,41947,15,
MA,2021-08-21,1138,1,744873,1,74.5
FL,2020-02-13,0,0,0,0,
HI,2022-03-06,0,0,231222,0,86.5
HI,2021-06-21,12,0,36048,0,69.1
PW,2020-06-20,0,0,0,0,
PR,2020-09-27,0,4,24949,4,
UT,2021-04-09,444,8,389353,8,31.0
HI,2021-04-04,92,0,30338,0,33.6
WV,2020-05-31,21,0,2010,0,
WV,2021-11-07,1038,0,278171,0,49.2
KS,2020-11-07,0,0,97633,0,
MP,2020-04-26,0,0,14,0,
AR,2020-08-03,787,11,44597,11,
PR,2020-10-15,140,3,29386,3,
KS,2021-04-14,601,14,305320,14,38.3
CO,2021-07-01,517,4,564831,4,58.0
PW,2020-04-29,0,0,0,0,
KS,2020-05-30,0,0,9719,0,
AR,2021-09-19,567,24,484884,24,55.1
MP,2020-03-31,0,0,2,0,
GA,2021-04-04,874,2,1064554,2,25.7
MP,2021-08-01,0,0,190,0,57.1
AK,2020-12-07,555,3,36696,3,
HI,2022-03-21,0,0,232845,0,86.8
HI,2020-01-22,0,0,0,0,
HI,2021-08-20,836,4,52401,4,73.2
HI,2022-01-28,1848,5,208253,5,84.7
AK,2022-02-05,0,0,217366,0,68.0
AS,2021-10-16,0,0,3,0,62.4
OK,2021-05-30,78,18,453172,18,41.5
GA,2021-08-02,3829,8,1190936,8,46.3
AK,2021-05-23,30,0,67167,0,45.2
PW,2021-04-21,0,0,0,0,
UT,2022-02-19,0,0,918222,0,71.1
MA,2021-02-13,2083,36,555895,36,11.1
PR,2021-01-22,978,10,92320,10,0.0
PW,2021-06-16,0,0,2,0,
AS,2021-10-03,0,0,3,0,61.5
KS,2020-12-29,0,0,216062,0,0.0
AS,2021-03-06,0,0,4,0,24.2
NYC,2022-01-31,2933,151,2238312,151,
PW,2021-08-30,0,0,4,0,
AS,2021-12-27,0,0,11,0,84.9
AR,2020-08-09,572,9,49383,9,
HI,2021-07-20,97,0,37936,0,70.7
CO,2020-08-24,199,1,56793,1,
AS,2021-04-03,0,0,0,0,32.5
PR,2021-06-15,34,2,140670,2,54.2
PR,2020-12-21,582,17,72733,17,0.0
GA,2020-03-29,243,5,2835,5,
HI,2021-05-03,71,1,33060,1,53.8
PR,2021-07-29,499,2,146582,2,68.6
HI,2022-02-15,288,0,226798,0,85.8
FL,2020-01-23,0,0,0,0,
HI,2020-04-02,39,1,350,1,
HI,2021-03-06,119,1,27774,1,19.2
HI,2021-02-28,54,0,27473,0,17.5
MP,2020-10-12,0,0,77,0,
MA,2021-12-06,11619,27,947463,27,86.9
AS,2021-01-16,0,0,3,0,0.0
MA,2020-03-15,55,0,164,0,
CO,2020-08-21,392,7,56012,7,
OK,2021-12-11,0,0,679064,0,64.2
FL,2020-07-19,10230,202,351744,202,
TX,2021-11-25,4483,0,4305025,0,63.7
HI,2022-02-19,352,8,228425,8,86.0
HI,2021-01-14,164,6,23305,6,0.0
KS,2022-03-18,172,58,769218,58,73.8
PR,2020-06-17,49,0,1635,0,
HI,2022-02-16,194,12,226992,12,85.8
TX,2020-10-30,6631,124,893451,124,
CO,2020-04-17,352,18,9288,18,
WV,2021-02-24,243,11,130382,11,16.2
OK,2020-09-13,617,9,75428,9,
AR,2022-02-24,571,40,817798,40,65.7
GA,2020-11-23,1924,17,451056,17,
AK,2021-04-29,166,0,65266,0,41.6
AR,2021-12-02,1226,6,530994,6,60.7
MP,2020-08-12,0,0,49,0,
GA,2021-10-26,1171,98,1629337,98,56.6
UT,2020-06-18,660,6,16199,6,
PR,2021-02-06,300,6,97396,6,0.0
TX,2020-06-21,3866,38,111601,38,
MA,2021-04-14,2244,9,664943,9,45.3
AS,2022-03-16,0,0,779,0,93.1
PR,2020-11-12,687,6,43303,6,
OK,2021-07-20,1203,1,468401,1,46.3
OK,2021-05-31,70,0,453242,0,41.6
AR,2022-01-30,0,0,768061,0,65.0
UT,2020-05-28,322,1,9137,1,
UT,2020-12-16,2928,19,240715,19,0.0
MP,2020-10-09,0,0,75,0,
PW,2020-02-07,0,0,0,0,
AK,2020-06-10,20,0,598,0,
OK,2022-03-24,0,0,1031896,0,70.4
GA,2020-02-27,0,0,0,0,
PW,2020-03-18,0,0,0,0,
AK,2021-12-06,545,0,147103,0,63.6
UT,2020-06-13,395,0,14184,0,
PR,2021-01-23,558,1,92878,1,0.0
MP,2021-10-20,0,0,289,0,63.5
AS,2020-11-11,0,0,3,0,
GA,2021-01-21,8150,111,844799,111,0.0
CO,2020-06-25,262,2,32168,2,
WV,2021-02-12,467,12,126887,12,0.0
UT,2021-02-06,1211,5,353700,5,0.0
TX,2021-09-22,18709,392,3958042,392,59.4
MA,2021-05-16,549,6,702039,6,62.3
FL,2022-01-19,45685,195,5263226,195,76.6
AS,2020-12-20,0,0,3,0,0.0
UT,2021-11-17,2129,12,579376,12,62.6
UT,2022-02-26,0,0,921956,0,71.2
TX,2021-02-23,11809,145,2606275,145,11.5
AK,2021-12-21,0,0,149591,0,64.6
UT,2020-12-29,2736,16,269326,16,0.0
TX,2021-12-05,5231,30,4342918,30,64.6
OK,2021-03-17,265,5,438953,5,24.7
UT,2020-06-14,285,0,14469,0,
OK,2021-12-01,1620,0,669132,0,62.9
AS,2020-06-17,0,0,0,0,
AS,2022-03-28,164,0,3442,0,94.1
KS,2020-06-12,235,3,11047,3,
FL,2021-05-05,4675,55,2215842,55,42.8
KS,2021-11-02,0,0,435933,0,62.7
MA,2022-02-07,7066,93,1637528,93,95.0
FL,2020-06-16,2424,43,80018,43,
KS,2020-03-15,1,0,8,0,
PW,2020-09-05,0,0,0,0,
AK,2020-06-24,14,0,797,0,
AR,2020-05-29,239,7,6777,7,
MA,2020-12-29,4145,80,361079,80,0.0
MA,2021-01-24,3944,60,500037,60,0.0
OK,2020-11-19,3437,34,189153,34,
PW,2020-12-13,0,0,0,0,
PW,2022-02-19,0,0,3463,0,93.7
MP,2021-12-25,34,2,2853,2,83.1
TX,2022-02-17,8402,287,6490838,287,70.5
PW,2021-08-23,0,0,2,0,
HI,2020-02-26,0,0,0,0,
KS,2021-01-24,0,0,266653,0,0.0
MP,2021-04-29,0,0,164,0,38.6
HI,2021-01-09,228,4,22600,4,0.0
WV,2021-01-13,1189,37,104392,37,0.0
OK,2021-11-12,889,66,653624,66,60.8
MP,2021-05-26,0,0,181,0,44.9
CO,2021-04-24,1889,18,510940,18,44.2
UT,2020-10-24,1608,1,103117,1,
MP,2022-01-12,53,0,3751,0,84.7
HI,2020-08-25,275,0,7234,0,
FL,2020-07-04,9739,90,195307,90,
HI,2021-04-01,109,0,29888,0,32.2
MA,2020-03-05,0,0,2,0,
CO,2021-12-30,10970,42,935072,42,74.6
OK,2020-08-10,343,9,48440,9,
NYC,2020-10-29,971,8,266238,8,
AS,2021-12-30,0,0,11,0,84.9
AR,2021-09-24,1365,13,491221,13,55.4
FL,2020-07-11,14985,150,263514,150,
NYC,2020-09-17,387,4,241916,4,
NYC,2021-11-20,0,0,1143390,0,
AR,2021-12-08,860,20,535450,20,61.3
MP,2020-10-11,2,0,77,0,
AR,2020-12-31,2708,39,225138,39,0.0
FL,2020-04-30,976,49,33473,49,
PW,2020-06-04,0,0,0,0,
KS,2020-01-30,0,0,0,0,
FL,2022-01-29,19663,238,5540731,238,77.1
CO,2020-10-24,1823,7,97023,7,
MP,2021-11-24,98,0,572,0,74.2
CO,2021-08-30,1415,8,620797,8,63.3
PW,2020-05-31,0,0,0,0,
TX,2022-01-29,44150,235,6166582,235,69.6
CO,2021-11-28,2421,0,834684,0,70.9
GA,2021-06-14,180,0,1128870,0,41.3
GA,2021-11-05,1140,90,1641036,90,57.2
AR,2021-06-30,686,4,349385,4,41.8
WV,2021-02-02,510,3,121935,3,0.0
MP,2021-12-05,0,0,1104,0,78.6
PR,2021-01-25,175,9,93525,9,0.0
OK,2021-06-24,224,0,456910,0,44.3
PW,2021-06-18,0,0,2,0,
PR,2021-05-19,193,9,138445,9,46.1
AK,2020-06-29,21,0,908,0,
PW,2021-08-12,0,0,2,0,
MA,2021-05-19,516,15,703292,15,63.1
CO,2021-01-29,1674,25,404703,25,0.0
UT,2021-05-01,410,1,397733,1,39.8
PW,2021-01-17,0,0,0,0,
PW,2021-01-26,0,0,0,0,
UT,2020-10-26,1201,2,106083,2,
CO,2021-01-07,3476,111,364072,111,0.0
CO,2021-10-10,1830,11,701746,11,66.3
OK,2021-09-18,1449,61,595659,61,55.6
FL,2021-04-15,7281,61,2113778,61,36.2
PR,2022-01-10,6880,0,362143,0,89.9
MA,2021-05-25,228,10,705598,10,65.0
MP,2020-08-29,0,0,54,0,
UT,2021-09-07,1165,9,474086,9,56.9
OK,2020-03-09,19,0,110,0,
AS,2020-08-25,0,0,0,0,
HI,2020-04-06,22,1,428,1,
OK,2021-11-10,999,4,651692,4,60.5
OK,2021-06-21,154,22,456148,22,44.1
PR,2020-04-02,86,2,191,2,
WV,2021-01-18,988,8,109809,8,0.0
NYC,2020-05-18,503,101,196852,101,
MP,2020-04-22,0,0,14,0,
WV,2020-01-29,0,0,0,0,
AK,2021-03-24,210,2,59443,2,31.9
NYC,2020-04-14,3062,746,126469,746,
UT,2020-12-01,2510,19,198216,19,
UT,2021-10-29,1810,18,549882,18,60.9
MP,2020-05-25,0,0,22,0,
UT,2020-07-06,504,5,26004,5,
PR,2020-09-10,280,17,18532,17,
WV,2021-03-19,376,30,137092,30,25.2
AS,2021-07-16,0,0,0,0,49.4
KS,2021-03-03,807,72,295109,72,15.5
AK,2021-10-31,0,0,132645,0,59.4
TX,2020-08-25,6346,111,586730,111,
KS,2020-01-24,0,0,0,0,
AR,2021-02-03,2426,46,300430,46,0.0
CO,2020-03-16,35,0,147,0,
PW,2021-07-12,0,0,2,0,
AS,2021-12-17,0,0,10,0,83.8
UT,2020-03-29,201,1,789,1,
WV,2020-03-03,0,0,0,0,
CO,2021-11-01,1810,72,755449,72,67.8
MP,2021-07-28,0,0,190,0,56.5
UT,2020-09-24,622,2,67119,2,
PW,2021-07-24,0,0,2,0,
OK,2021-06-27,156,0,457419,0,44.6
CO,2020-02-11,0,0,0,0,
AK,2020-06-13,26,0,656,0,
MA,2021-12-02,5679,32,930079,32,86.1
OK,2020-10-07,1260,17,102358,17,
TX,2020-05-02,1293,35,30522,35,
PW,2020-10-22,0,0,0,0,
NYC,2022-02-03,2487,91,2247156,91,
AR,2021-07-08,1210,11,354305,11,42.6
PR,2020-05-25,10,0,1232,0,
HI,2020-12-29,71,0,20747,0,0.0
KS,2020-03-04,0,0,0,0,
MP,2020-09-13,1,0,60,0,
NYC,2020-08-10,186,4,231133,4,
KS,2021-10-15,910,14,423282,14,61.1
AS,2020-12-05,0,0,3,0,
MP,2020-11-04,0,0,96,0,
NYC,2020-05-22,1082,85,200219,85,
PW,2022-01-15,0,0,43,0,
KS,2022-01-27,0,0,709838,0,72.3
AS,2022-03-03,9,0,155,0,90.6
UT,2020-10-04,1393,2,77618,2,
AK,2021-12-25,0,0,149815,0,64.7
CO,2020-10-26,2349,3,101100,3,
AK,2021-11-19,514,20,142717,20,61.7
NYC,2020-05-14,1297,102,192997,102,
UT,2022-02-20,0,0,918222,0,71.1
PW,2020-12-10,0,0,0,0,
GA,2021-11-16,1236,30,1650756,30,58.0
MP,2020-04-12,0,0,11,0,
AR,2020-03-09,0,0,0,0,
PR,2021-10-09,109,1,182145,1,80.0
MA,2020-01-30,0,0,0,0,
MP,2020-08-10,0,0,48,0,
KS,2020-12-24,0,0,209689,0,0.0
OK,2020-07-11,901,8,28092,8,
NYC,2020-03-22,4010,50,18253,50,
PW,2021-04-12,0,0,0,0,
AR,2021-06-03,197,7,341889,7,39.7
OK,2020-08-19,708,10,54670,10,
WV,2021-08-07,345,2,169507,2,46.3
PR,2020-10-25,242,3,33692,3,
TX,2020-12-05,14391,192,1364933,192,
CO,2021-04-30,1841,11,521054,11,46.5
FL,2021-02-01,10323,154,1699715,154,0.0
NYC,2021-08-08,1703,9,990757,9,
GA,2020-11-18,3161,57,433732,57,
TX,2022-03-01,4829,144,6554035,144,71.1
MP,2020-09-11,0,0,59,0,
TX,2020-02-17,0,0,0,0,
PW,2020-11-28,0,0,0,0,
PR,2021-05-04,145,15,134896,15,38.9
KS,2020-12-28,6373,41,216062,41,0.0
NYC,2020-11-26,2676,18,312884,18,
UT,2020-08-05,552,4,43096,4,
WV,2020-12-29,1337,21,82773,21,0.0
HI,2021-02-05,91,0,26192,0,0.0
NYC,2020-03-23,2644,50,20897,50,
KS,2020-12-23,5089,59,209689,59,0.0
AK,2020-10-09,185,1,9233,1,
PW,2021-02-27,0,0,0,0,
AR,2021-10-09,887,21,502405,21,56.3
GA,2020-11-13,3653,24,419870,24,
UT,2020-01-31,0,0,0,0,
MA,2021-07-03,72,1,710210,1,70.7
OK,2020-07-20,368,6,34814,6,
NYC,2021-08-28,1738,9,1030167,9,
UT,2021-08-19,1280,14,450539,14,54.6
AR,2021-05-13,192,6,338235,6,37.1
AK,2020-04-09,9,1,235,1,
KS,2020-08-13,0,0,32547,0,
FL,2021-03-19,4946,57,1962270,57,22.2
UT,2020-12-20,1994,7,250964,7,0.0
PW,2020-03-29,0,0,0,0,
PW,2022-02-15,72,1,3375,1,93.4
WV,2020-10-16,498,3,19580,3,
PW,2021-11-10,0,0,10,0,
HI,2022-03-16,1001,14,232845,14,86.8
CO,2020-04-05,388,14,4969,14,
PR,2020-10-14,222,12,29246,12,
MP,2021-04-22,0,0,162,0,36.9
TX,2020-09-06,2995,85,638310,85,
MP,2020-04-30,0,0,14,0,
TX,2020-05-14,1448,33,43851,33,
HI,2020-09-01,339,4,8961,4,
FL,2021-05-16,1989,39,2251534,39,45.7
GA,2022-02-22,1293,89,2456866,89,64.2
HI,2020-03-13,2,0,4,0,
AS,2022-01-27,0,0,18,0,88.8
GA,2021-05-09,628,-1,1109958,-1,36.4
KS,2021-11-13,0,0,447794,0,64.1
AS,2021-09-04,0,0,0,0,56.5
PR,2021-03-02,105,6,102070,6,11.2
TX,2022-03-24,2768,61,6645121,61,71.9
TX,2022-01-16,50151,62,5522176,62,68.2
FL,2021-02-02,6799,144,1706514,144,0.0
UT,2021-03-16,481,5,379081,5,19.5
MP,2021-12-03,104,0,1062,0,78.3
AR,2022-02-14,834,32,807711,32,65.4
AS,2022-02-01,0,0,18,0,88.9
MP,2020-08-09,1,0,48,0,
PR,2021-03-24,267,3,106631,3,18.7
WV,2021-03-12,346,8,134842,8,22.2
MP,2021-01-04,2,0,124,0,0.0
NYC,2020-06-17,399,20,213557,20,
AS,2021-10-11,0,0,3,0,62.2
KS,2020-10-28,3369,31,82045,31,
AK,2020-03-04,0,0,0,0,
AS,2020-07-14,0,0,0,0,
MP,2021-08-12,1,0,211,0,59.0
PR,2020-07-04,80,0,2338,0,
UT,2020-04-20,108,4,3259,4,
CO,2020-04-01,384,11,3337,11,
AS,2020-06-15,0,0,0,0,
TX,2021-11-10,3670,0,4255280,0,62.0
PW,2021-06-04,0,0,1,0,
FL,2020-03-17,61,3,210,3,
UT,2020-08-01,583,4,41380,4,
FL,2021-12-25,20887,34,3946649,34,74.1
HI,2021-10-02,269,12,77412,12,76.9
WV,2021-07-13,60,-1,164685,-1,45.7
CO,2020-03-20,83,2,363,2,
AR,2022-01-08,8171,16,613014,16,63.4
MP,2021-03-04,0,0,144,0,20.1
CO,2020-02-16,0,0,0,0,
WV,2020-07-26,139,0,5960,0,
PW,2020-04-27,0,0,0,0,
PR,2020-10-21,1179,7,32112,7,
CO,2021-03-03,1181,11,442098,11,16.6
AS,2021-10-28,0,0,4,0,63.3
OK,2020-09-26,1196,11,90093,11,
NYC,2022-01-02,110094,76,1672176,76,
GA,2020-11-02,1357,18,391785,18,
WV,2021-11-26,620,0,292149,0,53.8
AS,2020-10-18,0,0,0,0,
PR,2020-02-06,0,0,0,0,
NYC,2021-06-23,237,2,954545,2,
HI,2020-05-14,0,0,626,0,
AR,2021-11-18,907,4,522460,4,59.4
UT,2020-04-15,184,1,2637,1,
WV,2022-01-16,4157,0,387115,0,62.8
PW,2021-05-14,0,0,0,0,
AS,2020-08-02,0,0,0,0,
NYC,2021-02-14,4173,84,677629,84,
OK,2021-02-21,426,22,430097,22,14.7
GA,2020-11-11,2232,76,413415,76,
FL,2022-03-24,1424,13,5841402,13,78.5
KS,2020-10-03,0,0,61111,0,
PR,2021-07-09,90,1,141927,1,66.0
UT,2021-08-05,1096,7,437585,7,52.6
UT,2020-05-25,84,3,8584,3,
PR,2021-08-19,1284,12,161661,12,71.5
UT,2020-02-23,0,0,0,0,
MP,2020-08-22,0,0,54,0,
PR,2021-08-25,1125,11,167290,11,72.7
PR,2021-11-17,134,0,186905,0,83.9
AR,2020-09-05,548,9,65226,9,
UT,2021-03-21,375,2,381629,2,21.7
KS,2020-05-26,0,0,9218,0,
HI,2021-03-15,44,0,28312,0,23.6
PR,2020-03-22,1,0,1,0,
UT,2020-06-29,813,3,22263,3,
PW,2020-02-22,0,0,0,0,
PR,2021-07-24,396,1,145041,1,68.2
MA,2021-03-11,1809,27,597073,27,23.3
WV,2021-05-24,209,3,160354,3,39.6
NYC,2020-09-25,595,4,245018,4,
PR,2021-02-13,217,3,99056,3,8.3
AK,2021-02-13,94,1,54488,1,16.7
GA,2020-12-10,7623,54,525402,54,
TX,2020-04-04,788,22,6112,22,
KS,2021-12-30,0,0,519544,0,69.3
AS,2021-07-04,0,0,0,0,47.1
WV,2021-10-16,1172,0,259585,0,48.7
AK,2020-02-02,0,0,0,0,
NYC,2020-02-24,0,0,0,0,
PR,2021-02-17,138,12,99754,12,8.7
OK,2020-11-22,2175,37,198607,37,
PW,2020-05-04,0,0,0,0,
PW,2020-04-04,0,0,0,0,
MP,2020-03-28,0,0,0,0,
WV,2021-03-20,386,0,137478,0,26.1
UT,2021-04-26,246,1,395677,1,38.0
MP,2021-07-05,0,0,183,0,52.2
GA,2021-07-15,1362,19,1144890,19,44.4
FL,2020-05-06,627,48,37352,48,
CO,2020-06-16,145,12,30057,12,
PW,2020-05-23,0,0,0,0,
FL,2020-03-06,0,1,8,1,
AS,2021-09-29,0,0,1,0,61.4
PR,2021-09-08,342,15,175114,15,76.1
NYC,2020-09-20,322,4,243031,4,
FL,2020-05-10,383,36,39529,36,
MP,2020-12-03,0,0,106,0,
AS,2020-12-10,0,0,3,0,
GA,2022-01-02,0,0,1839879,0,61.5
PR,2021-07-28,470,4,146083,4,68.6
PR,2021-12-11,0,0,189518,0,86.5
TX,2020-09-02,4334,85,621667,85,
AS,2020-08-04,0,0,0,0,
KS,2022-01-05,15322,15,549721,15,69.7
GA,2021-06-16,498,57,1129675,57,41.3
GA,2020-11-09,1648,29,406904,29,
GA,2021-08-22,7024,21,1321132,21,49.9
UT,2020-08-03,394,8,42153,8,
AR,2021-05-03,61,4,336166,4,35.9
PR,2021-09-27,29,13,180449,13,79.1
AK,2020-10-21,224,2,11682,2,
HI,2021-06-23,38,0,36104,0,69.2
MA,2020-06-13,259,27,101070,27,
AS,2022-02-17,0,0,57,0,89.8
PR,2021-10-17,72,0,183119,0,80.5
GA,2020-11-15,2084,1,424989,1,
CO,2021-06-11,426,11,557605,11,55.8
HI,2021-06-20,60,2,36036,2,69.0
MP,2020-11-23,0,0,104,0,
UT,2020-11-26,3829,15,187731,15,
FL,2020-09-09,2522,91,638857,91,
NYC,2021-04-20,1529,37,912592,37,
PR,2020-04-28,12,6,802,6,
MA,2022-01-19,16121,209,1503398,209,93.5
PW,2020-08-24,0,0,0,0,
AR,2021-09-07,583,38,465315,38,54.0
PR,2020-02-20,0,0,0,0,
NYC,2020-12-08,2414,21,348711,21,
MA,2022-03-07,1852,37,1677619,37,95.0
WV,2021-12-16,1279,0,311524,0,89.5
OK,2021-10-07,1720,0,624113,0,57.2
AR,2020-12-07,1118,53,172042,53,
MP,2021-05-06,1,0,169,0,40.2
UT,2020-08-27,297,1,51167,1,
MP,2021-06-08,0,0,183,0,47.6
FL,2021-08-18,24476,368,3012662,368,61.7
OK,2020-09-03,1140,7,66585,7,
KS,2021-06-14,83,19,316014,19,47.9
GA,2020-10-25,1366,1,376207,1,
AS,2020-05-16,0,0,0,0,
